Barcode,Product Name,Brand,Category,Ingredients,Allergens,Cross-Contaminants,Calories (kcal),Proteins (g),Fat (g),Carbohydrates (g),Available In,Labels,Nutrition Grade
8886467122446,Pringles - South African Style Periperi Flavour,Pringles,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Salty snacks made from potato","Dried Potato (44%), Edible Vegetable Oil (Palm Oil), Corn Flour, Starch, Peri Peri Seasoning (6.5%) [Maltodextrin, Salt, Sugar, Flavouring Substances (Natural & Nature Identical), Vegetable Powder (5%) (Garlic), Vinegar, Spices (Red Chilli Pepper (3%), Cumin), Acidity Regulator (INS 296), Flavour Enhancer (INS 635), Anticaking Agents (INS 341(iii), 551), Spice Extracts (0.6%) (Green Chilli, Garlic, Paprika), Herb Extract (Oregano)], Emulsifier (INS 471), Maltodextrin, Acidity",,,522,5.2,28.5,61.5,en:india,en:no-artificial-colors,e
8902080001286,Pepsi black,Pepsi,"Beverages, Carbonated drinks, Artificially sweetened beverages, Sodas, Diet beverages, Diet sodas, Punjabi, en:diet-cola-soft-drink","CARBONATED WATER, COLOUR (150d), ACIDITY REGULATORS (338,330), SWEETENERS (955, 950), PRESERVATIVE (211), CAFFEINE (13mg/100g), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), STABILIZER (436).",,,0,0,0,0,en:india,,c
8904057305106,Arun Ice Cream Shake,Arun,Milk-shakes,"Milk Solids, Sugar, Water, Liquid Glucose, Fructose, lodised Salt, Humectant (422), Emulsifier (471), Stabilizers (410, 412 & 407), Color (133), Natural & Nature-Identical Flavoring Substances. Alls",,,203.5,3.7,9.1,26.7,en:india,"en:vegetarian, en:green-dot-india",e
8901499011466,Corn Flakes Real Almond Honey,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes",No ingredients available,,,409,6.2,6.7,81.9,en:india,,e
4605810000088,Отруби хрустящие,Диетмарка,en:Диетические продукты,No ingredients available,,,210,15,3.5,30,"en:india, en:russia",,unknown
8906001051602,Potato Papad,Mother's Recipe,Snacks,"Potato (67%), Tapioca (Sago), Rock Salt, Red Chilli Powder, Cumin and Sunflower Oil.",,,172,1.5,0.4,40.5,en:india,"en:vegetarian, en:green-dot-india",c
8906017290026,Bisleri Water 250ml,Bisleri,Waters,"Treated Water, Magnesium Sulfate, Potassium Bicarbonate",,,0,0,0,0,en:india,,b
8901058001433,Rich Tomato Ketchup,Maggi,"Condiments,Sauces,Tomato sauces,Ketchup,ketchup",No ingredients available,,,7,0.1,0,1.8,"en:india, en:united-states",,d
8901088055802,100% pure coconut oil,parachute,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Aceites vegetales, Aceites de frutas y semillas de frutas, Aceites de coco",,,,900,0,100,0,"en:india, en:spain",,e
8908018651189,tomato sauce,troovy,ketchup,"Water, Tomato (18%), Vegetables (Pumpkin, Carrot, Sweet Potato, Onion, Green Peas, Garlic), Jaggery, (Natural) Vinegar, lodised Salt, Soya Flour, Cornstarch, Spices, Natural Colour (extracted from paprika) Allergen Information: Contains Soy CONTAINS PERMITTED NATURAL COLOUR",,,114.49,1.68,0,26.27,en:india,en:no-gluten,d
8901542001703,Glucon D 500g cbd,Dabur,Energy drink without sugar and with artificial sweeteners,No ingredients available,,,360,0,0,90,en:india,,e
3948719127465,HIDE & SEEK Choco Chip Creme Sandwiches,Parle,en:biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, CHOCO CHIPS (12%) SUGAR, EDIBLE VEGETABLE FAT (HYDROGENATED OILS), COCOA SOLIDS, DEXTROSE, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES-VANILLAT INVERT SUGAR SYRUP, COCOA SOLIDS (1.5%), RAISING AGENTS (503, 500) 1, 1ODISED SALT AND EMULSIFIERS OF VEGETABLE ORIGIN (SOY LECITHIN, 472e1 CONTAINS PERMITTED NATURAL [150 dj AND SYNTHETIC (1291 FOOD COLOURS AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES CHOCOLATE, STRAWBERRY) CONTAINS: WHEAT, SOY HIDE&SEEK ORANGE FLAVOURED CHOCO CHIP SANDWICH BISCUITS INGREDIENTS:REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, CHOCO CHIPS (12%) SUGAR, EDIBLE VEGETABLE FAT (HYDROGENATED OILS.COCOA SOLIDS, DEXTROSE, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES VANILLA 1235) INVERT SUGAR SYRUP, COCOA SOLIDS (1.5%), RAISING AGENTS (503 (1), 500 (1) 1. ODISED SALT, AND EMULSIFIERS OF VEGETABLE ORIGINI SOY LECITHIN, 472e). CONTAINS PERMITTED NATURAL (150) AND SYNTHETIC [110] FOOD COLOURS AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES-ORANGE, CHOCOLATE). CONTAINS: WHEAT, SOY 
HIDE & SEEK VANILLA FLAVOURED CHOCO CHIP SANDWICH BISCUITS INGREDIENTS REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, CHOCO CHIPS (12%) SUGAR, EDIBLE VEGETABLE FAT (HYDROGENATED OILS), COCOA SOLIDS, DEXTROSE, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES VANILLA 1. INVERT SUGAR SYRUP, COCOA SOLIDS (1.5%), RAISING AGENTS [503 (1), 500], 10DISED SALT AND EMULSIFIERS OF VEGETABLE ORIGINI SOY LECITHIN, 472e CONTAINS PERMITTED NATURAL COLOUR 150 d) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES CHOCOLATE, VANILLA). CONTAINS: WHEAT, SOY • HIDE&SEEK CHOCOLATE FLAVOURED CHOCO CHIP SANDWICH BISCUITS INGREDIENTS:REFINED WHEAT FLOUR (MAIDA) SUGAR, REFINED PALM OIL, CHOCO CHIPS (12%) ISUGAR, ELLE VEGETABLE FAT (HYDROGENATED OILS). COCOA SOLIDS, DEXTROSE, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, COCOA SOLIDS (49INVERT SUGAR SYRUP, RAISING AGENTS (503 (1), 500 (1) 1, IODISED SALT, EMULSIFIERS OF VEGETABLE ORIGINI SOY LECITHIN, 47201 CO FLA CONTA ANS PERMITTED NATURAL COLOUR (1500) AND ADDED ARTIFICIAL FLAVOURING SUBSTANCES CHOCOLATE, VANILLA). WHEAT, SOY",,,500,4.5,22.3,70.4,en:india,,e
8906082570252,Cornitos Roasted Cashew,Cornitos,"Plant-based foods and beverages,Plant-based foods,Snacks,Salty snacks,Nuts and their products,Nuts,Salted nuts,Cashew nuts,Salted cashews","REDIENTS: Cashew (95%), lodised Salt, Spices & Herbs (Black Pepper, Chilli, Parsley), Sugar, Maltodextrin & Starch (Corn), Hydrolysed Vegetable Protein (Soya), Acidity Regulator (INS 330), Yeast Extract Powder, Anticaking Agent (INS 551), Antioxidant (INS 319)","en:nuts,en:soybeans",,172,4,13,5,en:india,"en:vegetarian, en:green-dot-india",d
8901088129817,Masala oats,Saffola,Rolled oats with vegetables,"Rolled Oats (70.3%), Maltodextrin, Spices and Condiments (6.4%) (Onion, Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Cinnamon, Clove), lodised Salt, Sugar, Edible Vegetable Oil (Refined Rice Bran Oil), Dried Vegetables [Carrot (0.7%), French Beans (0.5%), Tomato (0.3%)], Natural Flavouring Substances, Hydrolysed Vegetable Protein, Nature - identical Flavouring Substances, Flavour Enhancer (INS 627, INS 631), Wheat Powder.","en:gluten,en:soybeans",,347,8.8,9.2,69.7,"en:india, en:united-states","en:vegetarian, en:green-dot-india",e
8901058005851,Maggi Atta Noodles,Nestle,"Maggi noodles,Noodles","Noodles: Resultant Wheat Flour (Resultant Atta) (84.2%), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Humectants (451 (i) & 452(i)) and Acidity regulators (501 (i) & 500 (i)). Tastemaker : Mixed spices (22.5%) (Roasted spice mix powder (6.6%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cardamom, Cinnamon, Clove, Nutmeg, Bay leaf, Black cardamom), Onion powder, Garlic powder, Red chilli powder, Red chilli bits Coriander powder, Turmeric powder, Ginger powder, Aniseed powder, Black pepper powder Cumin powder, Cumin, Fenugreek powder, Capsicum extract, Compounded asafoetida, Star Anise powder, Coriander extract & Cumin extract), Dehydrated Vegetables (16.7%) (Carrot bits 18.5%), Green peas (8.2%)), Toasted onion flakes (Onion (12.4%), Corn oil), Resultant Weat Flour (Resultant Atta), Sugar, lodized salt, Toasted onion powder (Onion (5.9%), Corn oil) Thickener (508), Palm oil, Flavour enhancer (635), Yeast extract powder, Starch, Dehydrated casuri methi leaves, Acidity regulator (330), Wheat gluten and Mineral. Contains Wheat. May contains Milk, Oats and Soy.",en:gluten,"en:gluten,en:milk,en:soybeans",321,8.1,11.1,50.1,"en:india, en:united-states",,e
8901207032677,Dabur Real Activ Coconut Water,Dabur,Beverages,"Water, Coconut Water Concentrate (9.0%) and Preservatives (INS 202, INS 224)",,,20,0,0,5,en:india,"en:vegetarian, en:fsc, en:fsc-mix, en:green-dot-india",c
8901764092206,Maaza Original 600ml,Maaza,"Beverages,Sweetened beverages","WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (330), ANTIOXIDANT(300) AND PRESERVATIVE (202). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED MANGO FLAVOURS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES).",,,63,0,0,15.8,"en:france, en:india",,e
7622201761530,Fruit & Nut Silk,Dairy Milk,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Chocolate bar with dried fruits, en:milk-chocolates",No ingredients available,,,532,7.8,30.4,58.1,en:india,,e
8902080001521,Slice,"Slice, Pepsico",Fruit-based beverages,No ingredients available,,,50,0,0,12.5,en:india,,e
8901725117504,No Rulz Curlz masala,Bingo,Puffed salty snacks made from corn,"DEGERMED CORN GRITS AND SEASONING {REFINED PALMOLEIN, *SPICES AND CONDIMENTS, IODIZED SALT, SUGAR, ONION POWDER, MALTODEXTRIN, NATURE IDENTICAL FLAVOURING SUBSTANCES, BLACK SALT, MILK SOLIDS, NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES, GARLIC POWDER (0.2%) AND HYDROLYZED VEGETABLE PROTEIN}. *USED AS FLAVOURING AGENTS.",,,496,6.1,24.7,64.3,en:india,,e
8901042970035,Seviyan Vermicelli,MTR,Wheat semolinas,Wheat semolina. Allergen Advice: Contains Wheat Gluten.,,,362,11,0.4,78.6,en:india,"en:vegetarian, en:green-dot-india",a
8902080364565,Mountain Dew,MEWATI 🔔,"Beverages, Carbonated drinks, Sodas, Sweetened beverages","CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), PRESERVATIVE (211), CAFFEINE (1,3 mg/100 g), STABILIZERS (445), COULOUR (102)",,,49,0,0,12.3,en:india,,e
8906007280105,Fortune Refined Soyabean Oil,Fortune,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fats,Vegetable fats,Vegetable oils,Legume oils,Soybean oils","REFINED SOYABEAN OIL, Permitted Antioxidant TBHQ (E 319)",en:soybeans,,900,0,100,0,en:india,"en:vegetarian, en:green-dot-india",unknown
8901058905526,Nestle NAN Excellapro,Nestlé,"Baby foods,Baby milks,Infant formulas","Milk solids, Demineralised whey, Soyabean oil, Minerals, Low erucic rapeseed oil, High oleic sunflower oil, Coconut oil, Sunflower oil, Emulsifier (Soya lecithin), Human Milk Oligosaccharides' (2'Fucosyllactose (2'FL) and Lacto-N-Neotetraose (LNnT), Choline bitartrate, Arachidonic acid (ARA) from Mortierella alpina oil, Docosahexaenoic acid (DHA) from Schizochytrium sp. oil, Vitamins, Amino acid (L-Phenylalanine), Probiotic Limasilactobacillus reuter), Taurine, Acidity regulators (Citric acid and Potassium hydroxide), Nucleotides, Carnitine and Packaging gases (Carbon dioxide and Nitrogen).",,,491,10.7,24,58.6,en:india,"en:vegetarian, en:green-dot-india",not-applicable
8801073114005,Buldak Hot Chicken Flavour Ramen,Samyang,Noodles,"NOODLES (76.7%): REFINED WHEAT FLOUR (67%), MODIFIED STARCH (INS1420), REFINED PALM OIL, WHEAT GLUTEN, EDIBLE COMMON SALT, EMULSIFIER SOY LECITHIN (INS322)], ACIDITY REGULATORS [(POTASSIUM CARBONATE (INS501 (i)), SODIUM CARBONATE (INS500(i)), SODIUM PHOSPHATE DIBASIC(INS339(ii)) & CITRIC ACID NS330)] THICKENER GUAR GUM(INS412)], GREEN TEA FLAVOUR (NATURE IDENTICAL) & RIBOFLAVIN (INS101). SOUP(22.7%): WATER, SOY SAUCE (17.3%) (SOY BEAN, WATER, FLAVOUR ENHANCER-DISODIUM 5'RIBONUCLEOTIDE, GARLIC AND EDIBLE COMMON SALT), SUGAR ARTI FICIAL CHICKEN FLAVOR, CHILLI PEPPER POWDER, RED PEPPER POWDER, CURRY POWDER [CUMIN POWDER, SALT, DEXTROSE, RED PEPPER POWDER, CLOVE POWDER NUTMEG POWDER, GARLIC POWDER, ONION POWDER, GINGER POWDER, PAPRIKA OLEORESIN (INS160c(i)], SOY BEAN OIL, ONION, GARLIC, MODIFIED STARCH (INS1420), EDIBLE COMMON SALT, BLACK PEPPER POWDER, FLAVOUR ENHANCER DISODIUM 5'RIBONUCLEOTIDE (INS635). FLAKE (0.6%): ROASTED SESAME, ROASTED LAVER (EDIBLE SEAWEED). CONTAINS PERMITTED NATURAL COLORS (INS101, INS160c(i)] AND ADDED FLAVOURING SUBSTANCES (NATURE IDENTICAL-GREEN TEA AND ARTIFICIAL - CHICKEN FLAVOUR) ALLERGENS: CONTAINS WHEAT, SOY & SESAME.",,,560,14,18,86,en:india,,e
8901725135201,yippeei pasta cheese,Sunfeast,Instant pasta,No ingredients available,,,351,12.4,2.3,74.4,en:india,,unknown
8906032016571,Soya Chunks,Nutrela,"Palm oils,edible oil,palmoline oil,Saturated fat,Trans fat,Red 4,Added sugar",No ingredients available,,,345,53.19,0.82,33.5,"en:india, en:senegal",,a
8906009010854,Gold Premium Brown Sugar,Parry’s,"Sweeteners,Sugars,Brown Sugar",,,,400,0,0,99.88,en:india,"en:vegetarian, en:green-dot-india",e
8902080002528,Sting Blue Current,PepsiCo,"Beverages, Carbonated drinks, Sodas","CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), SEQUESTRANTS (452(i), 385), CAFFEINE (29 mg/100 ml), PRESERVATIVES (211, 202), SWEETENERS (955, 950), COLOUR (133)",,,27,0,0,6.8,en:india,"en:vegetarian, en:green-dot-india",e
8903363007636,Nutri Delite 2 in 1s,Nutri Delite,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded cereals","WHEAT SOLIDS(46%)[REFINED WHEAT FLOUR (MAIDA)(33.3%), WHOLE WHEAT FLOUR (ATTA)(12.6%)] SUGAR, CORN FLOUR, OAT FLOUR, RICE FLOUR, COCOA POWDER(2.6%), LIQUID GLUCOSE, WHEAT BRAN, PALMOLEIN OIL, MALT EXTRACT, IODISED SALT, ARTIFICIAL FLAVOURING SUSTANCES - CHOCOLATE, VANILLA, HONEY, CALCIUM CARBONATE, SOYA LECITHIN (INS 322 (i)), MINERALS AND VITAMINS, NATURAL COLOUR (INS 150d), TOCOPHEROL (INS 307b)","en:gluten,en:milk,en:nuts,en:soybeans",,387.5,6.5,2.9,81.6,en:india,en:vegetarian,d
8904063214331,Haldiram aloo bhujia 220g,Haldiram's,"Snacks,potato",No ingredients available,,,584.3,10.3,41.5,42.4,en:india,,d
8901499010704,Chocos,Kellogg's,cereal,No ingredients available,,,384,9.6,2.6,83.3,en:india,,unknown
8901725010805,Super Millets Ragi And Jowar Cookies,Sunfeast,en:biscuits,"JOWAR FLOUR (38.2%), SUGAR, HYDROGENATED VEGETABLE OIL, REFINED PALM OIL, RAGI FLOUR (5.0%), CASHEW BITS, MILK SOLIDS, OLIGOFRUCTOSE, INVERT SYRUP, RAISING AGENTS [INS 500(ii), INS 503(ii)], IODIZED SALT, EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL), DIACETYLTARTARIC AND FATTY ACID ESTERS OF GLYCEROL (FROM REFINED PALM OIL AND SUNFLOWER OIL)], NATURE IDENTICAL FLAVOURING SUBSTANCES, BUTTER, STABILIZER (INS 415), MALTODEXTRIN AND MINERAL. CONTAINS SOY, MILK, NUT. MAY CONTAIN WHEAT, SULPHITE.",,,496,6.2,27.9,56.7,"en:france, en:india","en:vegetarian, en:green-dot-india",e
8901453000024,Rooh Afza 750ml pet,hamdard,en:waters,"Sugar syrup 87.8%, {Sugar, Water, Acidity regulator (INS 330)} Distillate of (Nilofer, Dhaniya, Khas, Gulab, Kasni, Chhareela, Gaozaban, Pudina, Sandal Safaid, Gajar, Munakka) 4.5% Pineapple Juice 2.5%, Orange Juice 1.0%, preservative (INS 211), Distillate of Kewada and Gulab used as natural flavoring agent",,,414,0.5,0,103.5,en:india,,unknown
8904043901015,Tata salt,Tata,"Condiments,Salts,Table salts,Groceries","Edible Common Salt, Potassium Jodate (2mg) and Anticaking Agent (INS 536)",,,0,0,0,0,en:india,"en:vegetarian, en:green-dot-india",not-applicable
5060746508470,MyProtein Impact Whey Protein - Coffee Caramel,MyProtein,Whey powder,"Whey Protein Concentrate (Emulsifiers (Sunflower Lecithin and Soy Lecithin)) (95%), Artificial Flavour (Coffee Caramel). Colour (150c), Diluent (Maltodextrin), Sweetener (Sucralose).","en:milk,en:soybeans",,404,76.8,7.12,7.6,en:india,"en:vegetarian, en:green-dot-india",d
8901725004675,Oats and Raisins Cookies,"Sunfeast,Farmlite","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","TRANS FAT FREE _Wheat_ flour (Atta) (34.5%), Refined palm oil, _Oat_ Flakes (15.7%), Sugar, Raisins (8.7%), Corn Flakes, Liquid glucose, Raising agents [INS 503 (ii), INS 500(ii), INS 450(i)], _Milk_ solids, Maltodextrin, Invert syrup, Natural flavours and natural flavouring substances, lodized salt, Colours (INS 150d, INS 150c). Emulsifier [Lecithin (from _Soyabean_)], Artificial flavouring substances (Milk, Vanilla) and Nature identical flavouring substances.","en:gluten,en:milk,en:nuts,en:Soyabean",,464,7.5,19.5,68,en:india,"en:vegetarian, en:green-dot-india",d
8906143890398,The Whole Truth Choco Fruit Crunch Muesli,The Whole Truth,Crunchy mueslis with chocolate,"Whole grains (rolled oats, brown rice flakes, ragi flakes) 47%, dried fruits  (cranberries, black & golden raisins, dates) 17%,  cocoa  (cocoa nibs, cocoa butter, cocoa powder) 13%, kakvi 13%,  seeds(pumpkin & watermelon seeds) 4%,   whole milk powder 3%,  almonds. 3%",,,224.9,6,7.1,34.2,en:india,"en:vegetarian, en:green-dot-india",d
0786162002969,Xxx zero agua saborizada,VitaminWater,"Beverages, Waters, Vitamin waters, en:artificially-sweetened-beverages","Reverse osmosis water, less than 0.5% of: vitamins A, C, B3, B5, B6, B12 (beta-carotene, ascorbic acid, niacinamide, calcium pantothenate, pyridoxine hydrochloride, cyanocobalamin), fruit and vegetable juices (for color), natural flavors, citric acid, stevia leaf extract, electrolytes (calcium and magnesium lactates and potassium phosphate), monk fruit extract, sodium selenate, manganese citrate.",,,0,0,0,0,"en:india, en:united-states",,unknown
8901719125478,Parle-G gold 75g,Parle,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Dry biscuits, Plain biscuit, Gluco biscuit","REFINED WHEAT FLOUR (MAIDA) (68%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP* [SUGAR, CITRIC ACID], IODISED SALT, RAISING AGENTS [503 (ii), 500 (ii)], MILK SOLIDS, FLOUR TREATMENT AGENT [1101 (ii)] AND EMULSIFIER OF VEGETABLE ORIGIN [472e] CONTAINS ADDED FLAVOUR (ARTIFICIAL FLAVOURING SUBSTANCES VANILLA) (D-GLUCOSE, LEVULOSE) CONTAINS: WHEAT, MILK",,,454,6.9,13,77.3,en:india,"en:vegetarian, en:green-dot, en:green-dot-india",e
8906021128735,Mango Ginger Pickle,Aachi,"Plant-based foods and beverages,Plant-based foods,Condiments,Pickles,Plant-based pickles,Spices","Mango Ginger, Red Chilli Powder, Edible Vegetable Oil - Refined Rice bran oil, Mustard, Fenugreek Powder, Compounded Asafoetida, Salt, Acidity Regulator (E260) - Acetic Acid and Contains Permitted Class II Preservative (E211)-Sodium Benzoate. ALLERGEN ADVICE: CONTAIN MUSTARD AND GLUTEN. &quot;THIS PRODUCT IS PROCESSED IN A FACILITY THAT ALSO PROCESSES PRODUCTS THAT CONTAIN SESAME, CELERY, PEANUTS, TREENUTS, SOYA, MILK AND SULPHITE&quot;.","en:celery,en:gluten,en:milk,en:mustard,en:nuts,en:peanuts,en:soybeans,en:sulphur-dioxide-and-sulphites",,146,2,10,12,"en:france, en:india","en:halal, en:fsc",not-applicable
8904004405415,Haldiram's Soan Papdi (indian Sweets),Haldiram's,"Indian sweets,sweets","Refined Sugar, Refined Wheat Flour (Maida), Refined Palmolein Oil, Bengal Gram Flour (Besan), Hydrogenated Vegetable Oil (Vanaspati), Liquid Glucose, Cardamom, Almond & Pistachio Nuts. Allergen: Contains Almonds, Pistachios & Wheat May Contains Coconut, Cashew, Milk, Soy, Peanut & Sesame Seed.",,,490,5.33,23.06,63.35,"en:france, en:india",,e
8901063035102,milk bikis,Britannia,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,,,500,7,22,68.5,en:india,,e
8902756431102,CHICKEN NUGGETS,Godrej,Tyson,No ingredients available,,,234.32,17.8,15.8,4.28,en:india,en:yummeiz,unknown
8901491001052,Lays salted Chips 30,Lay's,en:potato-crisps,No ingredients available,,,550,7,34,54,en:india,,e
7622201428501,Oreo,Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits","SUGAR, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), PALM AND/OR CANOLA OIL, COCOA (PROCESSED WITH ALKALI), HIGH FRUCTOSE CORN SYRUP, LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE), SALT, SOY LECITHIN, CHOCOLATE, ARTIFICIAL FLAVOR.",,,483,5.2,19.6,71.9,en:india,,e
8902710508727,Crunchy Fruit & Nut Muesli,Bagrry's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis","Rolled Oats (34.2%), Nuts & Raisins 22.9% (Raisins, Dates, Almonds), Whole Wheat Flakes 15.2% (Wheat, Sugar, lodised Salt, Cereal Extract and Antioxidants-INS 322& INS 307b), Invert Syrup, Dehydrated Fruits 6.6% (Mango Powder, Banana, Cranberry (1%), Papaya, Strawberry Powder & Lemon Juice Powder), Broken Rolled Wheat, Wheat Bran, Apple Juice Concentrate (2%), Oat Bran Honey, Beetroot Powder and Antioxidant (INS 307b).","en:banana,en:gluten,en:nuts",,380,9,4,80.7,en:india,"en:vegetarian, en:green-dot-india",b
8901725015435,Sunfeast Marie Light Vita Orange,Sunfeast,"Snacks, Sweet snacks, Biscuits and cakes, en:biscuits","ng.erients med Wheat Flour (Maida) (67%), Sugar, Refined Paim o, Raising Agents [INS 503(ii), INS 500(ii), INS 450(i)], Milk Solids, evert Syrup, lodized Salt, Nature Identical Flavouring Substances, Wheat Fibre (0.12%), Artificial Flavouring Substances (Butter, Vanilla, Butterscotch, Milk), Emulsifier [Mono - and di-glycerides of fatty acids (from Palm Oil)], Flour Treatment Agent (INS 223), Vitamins, Colours INS 150d, INS 110, INS 127) and Dehydrated Orange Powder (0.01%).",,,449,9.3,13.4,73.5,en:india,"en:vegetarian, en:green-dot-india",e
8904335602507,Yoga Bar Muesli+,Yoga Bar,Mueslis,"Whole Grains 60% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Dried Fruits 17% (Raisins, Apricot, Cranberry, Blackcurrants). Seeds & Nuts 14% (Pumpkin, Almonds, Chia, Flax), Strawberry Powder, Date Syrup, Jaggery, Rice Bran Oil, Himalayan Pink Salt, CONTAINS ADDED NATURAL FLAVOR: STRAWBERRY, ROSEMARY EXTRACT.",,,418,13,9.5,70,en:india,"en:vegetarian, en:source-of-fibre, en:green-dot-india, en:high-fibres",a
8906001028444,Go Supremo Cow's Milk,Go,Milk,Milk,,,62,2.85,3.2,4.9,en:india,"en:fsc, en:fsc-mix",unknown
8901058006292,2 - Minute Noodles,"Maggi,Nestlé","Plant-based foods and beverages,Plant-based foods,Meals,Dried products,Pasta dishes,Pastas,Dried products to be rehydrated,Noodles,Instant noodles,Pot noodles","Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501 (i)&500 (i)) and Humectant (451(i)).
Masala *TASTEMAKERⓇ: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, Iodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten.","en:gluten,en:nuts","en:gluten,en:milk,en:soybeans",384,8.2,12.5,59.6,"en:bhutan, en:india, en:nepal","en:vegetarian, en:green-dot-india",unknown
8902080002771,Tropicana Fruitz,"Pepsico,Tropicana","Beverages and beverages preparations, Beverages, en:fruit-juices","WATER, SUGAR, CONCENTRATED MIXED FRUIT JUICE 2.5% (FROM APPLE, MANGO, GUAVA, ORANGE BANANA, APRICOT, PEACH) ACIDITY REGULATORS (330, 331(iii)), STABILIZERS (466, 440), FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), PRESERVATIVE (202), COLOUR (160a(i)).",,,48,0,0,12,en:india,"en:vegetarian, en:green-dot-india",e
8901401000465,Threptin Diskettes,Threptin,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:dietary-supplements","Casein, Sucrose, Precooked Rice Flour, Edible Vegetable Fat, Malt Ext Bengal Gram, Raising Agent [500 (ii)], Natural Colour (150 c), Emulsifier (322), Vitamins Antioxidant (304). CONTAINS PERMITTED NATURAL COLOUR AND ADDED ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA-BUTTERSCOTCH). Contains: Soy APPROXIMATE COMPOSITION (per 100 g) Protein (mainly Casein)  g Carbohydrate",,,438,30,14,48,en:india,"en:vegetarian, en:green-dot-india",unknown
8906116958797,Biozyme Performance Whey - Blue Tokai Coffee Flavour,Muscleblaze,"Dietary supplements,Bodybuilding supplements,Protein powders",,,,145.68,25,2.16,6.55,en:india,"en:vegetarian, en:green-dot-india",unknown
